site_id,meter_id,average,maximum,total
Site_A,Site_A_Meter_1,0.39826378701013115,0.999764705882353,1491.4978823529411
Site_A,Site_A_Meter_2,0.39327460928296554,0.9992941176470588,1472.813411764706
Site_A,Site_A_Meter_3,0.39883574962695356,0.9998823529411764,1493.6398823529412
Site_B,Site_B_Meter_1,0.38938298908348384,0.9996470588235294,1458.239294117647
Site_B,Site_B_Meter_2,0.38712246917458576,1.0,1449.7736470588236
Site_B,Site_B_Meter_3,0.3929825178669598,0.9998823529411764,1471.7195294117646
